text,intent,tags
cho tôi biết tất_cả các chuyến bay của vietjet từ huế,flight,O O O O O O O O B-airline_name O B-fromloc.city_name
cho tôi biết các chuyến bay buổi tối đến đà_nẵng,flight,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-toloc.city_name
vui_lòng cho tôi biết tất_cả các chuyến bay hạng nhất một_chiều từ hạ_long đến điện_biên_phủ,flight,O O O O O O O O B-class_type I-class_type B-round_trip O B-fromloc.city_name O B-toloc.city_name
có chuyến bay nào từ hà_nội đến bern dừng ở moscow không,flight,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.city_name O
cho tôi biết giá vé khứ_hồi hạng hai từ đà_nẵng đến đà_lạt,airfare,O O O O O B-round_trip B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name
chuyến bay muộn nhất từ thành_phố hồ_chí_minh đến hà_nội,flight,O O B-flight_mod I-flight_mod O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
"chuyến bay từ thành_phố hồ_chí_minh đến hạ_long khởi_hành trước 8 giờ sáng , có chuyến bay nào như_vậy không",flight,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O O O O O O O
cho tôi xem các chuyến bay buổi sáng từ thành_phố vinh đến đà_lạt,flight,O O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
bây_giờ vui_lòng cho tôi chuyến bay muộn nhất vào ngày_mai trên vna từ cà_mau đến cam_ranh,flight,O O O O O O B-flight_mod I-flight_mod O B-depart_date.today_relative O B-airline_code O B-fromloc.city_name O B-toloc.city_name
liệt_kê cho tôi tất_cả các chuyến bay đến sân_bay quốc_tế vân_đồn,flight,O O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name
bạn có_thể liệt_kê các chuyến bay sớm nhất từ đà_nẵng đến rạch_giá vào thứ năm không,flight,O O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name O
chuyến bay aa 459 khởi_hành lúc mấy giờ,flight_time,O O B-airline_code B-flight_number O O O B-flight_time
có những loại phương_tiện giao_thông đường_bộ nào để di_chuyển từ sân_bay phú bài đến trung_tâm thành_phố huế,ground_service,O O O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name I-toloc.city_name
liệt_kê cho tôi tất_cả các chuyến bay từ london đến amsterdam rồi đến hồ_chí_minh,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name
tôi muốn đi từ đà_nẵng đến hải_phòng vào tối thứ tư ngày mùng hai tháng sáu,flight,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
chuyến bay qh 281 từ hà_nội đến cần_thơ dừng ở đâu,flight,O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name B-flight_stop O O
tôi muốn thời_gian chuyến bay sớm nhất từ hà_nội đến thành_phố vinh,flight_time,O O B-flight_time O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
tôi muốn một chuyến bay buổi chiều từ denver colorado đến dallas texas,flight,O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name
có những chuyến bay nào còn trống từ kuala lumpur đến đà_nẵng vào ngày hai_mươi tháng bảy năm 2020,flight,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name B-depart_date.year I-depart_date.year
dfw có nghĩa là gì,abbreviation,B-airport_code O O O O
tôi muốn một chuyến bay buổi tối từ buôn_ma_thuột đến thanh_hoá vào ngày mùng ba tháng sáu,flight,O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
cho tôi biết tất_cả các chuyến bay đến đà_lạt dưới 5 triệu đồng khứ_hồi,flight,O O O O O O O O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount I-fare_amount B-round_trip
cho tôi biết tất_cả các chuyến bay từ hà_nội đến huế và đến huế vào thứ tư trước 6 giờ,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_date.day_name I-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
có chuyến bay không dừng nào từ thành_phố hồ_chí_minh đến hà_nội vào các ngày thứ năm không,flight,O O O B-flight_stop I-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-arrive_date.day_name I-arrive_date.day_name O
có phương_tiện giao_thông đường_bộ từ sân_bay ở huế đến trung_tâm thành_phố không,ground_service,O O O O O O O B-fromloc.city_name O O O O
có phương_tiện giao_thông đường_bộ nào ở đà_lạt,ground_service,O O O O O O B-city_name
các chuyến bay từ đà_nẵng đến đà_lạt,flight,O O O O B-fromloc.city_name O B-toloc.city_name
các chuyến bay từ thành_phố hà_nội đến phú_quốc,flight,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
tôi muốn biết loại máy_bay khởi_hành từ hạ_long đến rạch_giá vào thứ_sáu tuần này,aircraft,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O
tôi muốn một chuyến bay tối mai từ pleiku đến thanh_hoá có bao_gồm bữa tối vào ngày_mai,flight,O O O O O B-depart_time.period_of_day B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name O O B-meal_description I-meal_description O B-depart_date.today_relative
cho tôi danh_sách các chuyến bay giữa huế và cần_thơ,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name
"được rồi , tôi muốn tìm giá vé một_chiều rẻ nhất từ hà_nội đến huế",airfare,O O O O O O O O B-round_trip B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
chuyến bay nào rẻ nhất từ buôn_ma_thuột đến hạ_long,flight,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
hãng hàng_không nào có chuyến bay từ huế đến buôn_ma_thuột,airline,O O O O O O O B-fromloc.city_name O B-toloc.city_name
những hãng hàng_không nào bay giữa thành_phố hồ_chí_minh và huế,airline,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
các sân_bay ở london,airport,O O O B-city_name
tôi muốn có một chuyến bay từ hà_nội đến toronto với điểm dừng chân ở vancouver vào ngày mười_lăm tháng chín,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
và làm cách nào tôi có_thể đến sân_bay hà_nội từ trung_tâm thành_phố hà_nội,ground_service,O O O O O O O B-toloc.airport_name I-toloc.airport_name O O B-fromloc.city_name I-fromloc.city_name
máy_bay nhỏ nhất bay từ kuala lumpur đến đà_nẵng vào lúc 8h16,aircraft,O B-mod I-mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.time
"ở hạ_long , tôi muốn biết thông_tin về phương_tiện giao_thông đường_bộ",ground_service,O B-city_name O O O O O O O O O
liệt_kê tất_cả các chuyến bay khứ_hồi giữa hạ_long và tuy_hoà vào ngày 27 tháng 12,flight,O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name
cho tôi biết tất_cả các chuyến đi khứ_hồi từ hà_nội đến phú_quốc khởi_hành vào thứ ba,flight,O O O O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name I-depart_date.day_name
những phương_tiện giao_thông đường_bộ nào có_thể sử_dụng ở trùng_khánh,ground_service,O O O O O O O O B-city_name
làm cách nào để tôi đi từ hà_nội đến buôn_ma_thuột,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name
tôi cần một chuyến bay từ hà_nội đến buôn_ma_thuột khởi_hành vào sáng sớm,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day B-depart_time.period_mod
cho tôi biết tất_cả các chuyến bay từ côn_đảo đến đồng_hới vào thứ năm ngày mười_bảy tháng sáu đến thành_phố đồng_hới khoảng 7 giờ buổi tối,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name I-depart_date.day_name B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name I-depart_date.month_name O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_time.period_of_day I-arrive_time.period_of_day
cho tôi biết các chuyến bay từ đà_nẵng đến thành_phố vinh,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
giá vé hạng phổ_thông tiết_kiệm từ hà_nội đến rạch_giá là bao_nhiêu,airfare,O O O B-economy B-class_type O B-fromloc.city_name O B-toloc.city_name O O
lịch_trình các chuyến bay buổi sáng của jetstar đến hạ_long,flight_time,B-flight_time O O O B-depart_time.period_of_day I-depart_time.period_of_day O B-airline_name O B-toloc.city_name
những chuyến bay nào đi từ hạ_long đến washington dc vào thứ năm,flight,O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_date.day_name I-depart_date.day_name
tôi muốn biết chuyến đi ngắn nhất giữa hà_nội và nam kinh,flight,O O O O O B-flight_mod I-flight_mod O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
tôi có_thể có danh_sách các chuyến bay từ đà_nẵng đến sầm_sơn thanh_hoá vào thứ tư được không,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name I-depart_date.day_name O O
bây_giờ tôi cần một chuyến bay vào thứ ba từ thành_phố hồ_chí_minh đến đà_nẵng,flight,O O O O O O O B-depart_date.day_name I-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
liệt_kê cho tôi các chuyến bay và thời_gian khởi_hành của các chuyến bay rời đà_lạt đi hà_nội sau 6 giờ chiều,flight,O O O O O O O B-flight_time I-flight_time O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
dli có phải ở đà_lạt không,city,B-airport_code O O O B-city_name O
hiển_thị cho tôi biết tất_cả các chuyến bay hàng ngày giữa cà_mau và tuy_hoà,flight,O O O O O O O O B-flight_days I-flight_days O B-fromloc.city_name O B-toloc.city_name
tôi muốn bay từ thành_phố hồ_chí_minh đến hà_nội với một điểm dừng ở đà_lạt và tôi muốn bay bằng hãng hàng_không jetstar,flight,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name O O O O O B-airline_name I-airline_name I-airline_name
cho tôi biết các chuyến bay từ hạ_long đến đà_nẵng,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name
chuyến bay một_chiều nào rẻ nhất từ buôn_ma_thuột đến hạ_long,flight,O O B-round_trip O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
các chuyến bay từ huế đến đà_lạt lâm_đồng vào các ngày trong tuần,flight,O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O O B-flight_mod I-flight_mod I-flight_mod
vui_lòng cho tôi biết các chuyến bay từ singapore đến hà_nội,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
có chuyến bay nào từ hà_nội đến new york dừng ở washington dc không,flight,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name B-stoploc.state_code O
hiển_thị tất_cả các chuyến bay không dừng từ hạ_long đến thành_phố hồ_chí_minh,flight,O O O O O B-flight_stop I-flight_stop O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
tôi muốn bay từ đài_bắc đến đà_nẵng với một điểm dừng ở hà_nội,flight,O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name
hiển_thị các chuyến bay rời thành_phố vinh đi hạ_long khởi_hành sớm vào sáng thứ năm,flight,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_time.period_mod O B-depart_time.period_of_day B-depart_date.day_name I-depart_date.day_name
các chuyến bay hàng ngày từ quy nhơn đến hồ_chí_minh,flight,O O O B-flight_days I-flight_days O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
cho tôi biết các chuyến bay khởi_hành từ đà_nẵng đến đà_lạt,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
vui_lòng liệt_kê tất_cả các chuyến bay từ hà_nội đến thành_phố hồ_chí_minh khởi_hành trước 10 giờ sáng,flight,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
vui_lòng liệt_kê thời_gian bay từ quy nhơn đến hà_nội,flight_time,O O B-flight_time I-flight_time O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
bạn có_thể cho tôi biết các chuyến bay từ buôn_ma_thuột đến hà_nội vào ngày thứ tư của tuần tới mà sẽ đến trước giữa trưa được không,flight,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name I-depart_date.day_name O O B-depart_date.date_relative O O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time O O
cho tôi biết tất_cả các chuyến bay từ hạ_long đến thành_phố hồ_chí_minh khởi_hành từ hạ_long sau 5 giờ chiều ngày_mai,flight,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time B-depart_date.today_relative
